outcome,backers,category_name,country_name,count(*)
failed,6,Theater,US,3
live,6,Art,US,1
live,6,"Film & Video",US,1
successful,6,Art,CA,1
successful,6,Art,FR,2
successful,6,Art,GB,1
successful,6,Art,US,5
successful,6,Crafts,US,1
successful,6,Dance,GB,1
successful,6,"Film & Video",US,3
successful,6,Music,GB,1
successful,6,Music,US,7
successful,6,Photography,GB,1
successful,6,Publishing,US,2
successful,6,Theater,US,1
suspended,6,Music,US,1
suspended,6,Technology,US,1
canceled,7,Art,CA,1
