outcome,backers,category_name,country_name,count(*)
failed,6,Art,CA,1
failed,6,Art,GB,3
failed,6,Art,US,16
failed,6,Comics,US,8
failed,6,Crafts,AU,1
failed,6,Crafts,GB,2
failed,6,Dance,US,3
failed,6,Design,CA,1
failed,6,Design,MX,1
failed,6,Design,SE,1
failed,6,Design,US,16
failed,6,Fashion,CA,1
failed,6,Fashion,DE,1
failed,6,Fashion,GB,1
failed,6,Fashion,IT,2
failed,6,Fashion,US,13
failed,6,"Film & Video",CA,2
failed,6,"Film & Video",GB,4
failed,6,"Film & Video",IE,1
failed,6,"Film & Video",US,32
failed,6,Food,AT,1
failed,6,Food,NL,1
failed,6,Food,US,13
failed,6,Games,AU,1
failed,6,Games,DK,1
failed,6,Games,GB,6
failed,6,Games,IT,1
failed,6,Games,US,8
failed,6,Journalism,US,4
failed,6,Music,AU,1
failed,6,Music,GB,3
failed,6,Music,SE,1
failed,6,Music,US,19
failed,6,Photography,CA,1
failed,6,Photography,FR,1
failed,6,Photography,IT,1
failed,6,Photography,NL,1
failed,6,Photography,US,5
failed,6,Publishing,CA,1
failed,6,Publishing,GB,6
failed,6,Publishing,IT,1
failed,6,Publishing,US,25
failed,6,Technology,AU,1
failed,6,Technology,BE,1
failed,6,Technology,CA,1
failed,6,Technology,GB,4
failed,6,Technology,IT,3
failed,6,Technology,US,25
