outcome,category_name,backers,total
successful,Technology,1892,1
successful,Technology,2393,1
successful,Technology,3525,1
successful,Technology,3913,1
successful,Theater,4,1
successful,Theater,5,1
successful,Theater,6,1
successful,Theater,7,1
successful,Theater,8,1
successful,Theater,9,2
successful,Theater,10,1
successful,Theater,12,2
successful,Theater,13,3
successful,Theater,14,4
successful,Theater,15,3
successful,Theater,16,2
successful,Theater,17,3
successful,Theater,18,2
successful,Theater,19,2
successful,Theater,20,1
successful,Theater,21,5
successful,Theater,22,1
successful,Theater,23,3
successful,Theater,24,3
successful,Theater,25,2
successful,Theater,26,1
successful,Theater,27,7
successful,Theater,28,4
successful,Theater,29,3
successful,Theater,30,3
successful,Theater,31,2
successful,Theater,33,5
successful,Theater,34,4
successful,Theater,35,2
successful,Theater,36,2
successful,Theater,37,3
successful,Theater,38,2
successful,Theater,39,8
successful,Theater,40,1
successful,Theater,41,2
successful,Theater,42,4
successful,Theater,43,3
successful,Theater,44,3
successful,Theater,45,1
successful,Theater,46,3
successful,Theater,47,1
successful,Theater,48,2
successful,Theater,49,1
successful,Theater,50,1
successful,Theater,51,1
successful,Theater,52,1
successful,Theater,53,1
successful,Theater,54,1
successful,Theater,55,1
successful,Theater,56,1
successful,Theater,57,2
successful,Theater,58,1
successful,Theater,60,1
successful,Theater,61,3
successful,Theater,62,2
successful,Theater,63,3
successful,Theater,64,2
successful,Theater,65,3
successful,Theater,66,1
successful,Theater,68,1
successful,Theater,69,2
successful,Theater,70,1
successful,Theater,71,3
successful,Theater,72,2
successful,Theater,73,2
successful,Theater,74,1
successful,Theater,75,1
successful,Theater,76,2
successful,Theater,77,1
successful,Theater,78,1
successful,Theater,81,3
successful,Theater,82,2
successful,Theater,83,1
successful,Theater,87,2
successful,Theater,88,1
successful,Theater,89,2
successful,Theater,94,2
successful,Theater,95,1
successful,Theater,98,1
successful,Theater,99,1
successful,Theater,100,1
successful,Theater,101,1
successful,Theater,105,1
successful,Theater,107,1
successful,Theater,109,2
successful,Theater,110,1
successful,Theater,111,2
successful,Theater,112,2
successful,Theater,114,1
successful,Theater,119,1
successful,Theater,123,1
successful,Theater,125,1
successful,Theater,126,1
successful,Theater,130,1
successful,Theater,133,1
successful,Theater,134,1
successful,Theater,136,1
successful,Theater,141,1
successful,Theater,143,1
successful,Theater,144,1
successful,Theater,146,1
successful,Theater,147,1
successful,Theater,150,1
successful,Theater,152,1
successful,Theater,158,1
successful,Theater,164,1
successful,Theater,175,1
successful,Theater,176,1
successful,Theater,177,1
successful,Theater,196,1
successful,Theater,197,1
successful,Theater,200,1
successful,Theater,287,1
successful,Theater,364,1
successful,Theater,396,1
successful,Theater,436,1
successful,Theater,719,1
